,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
10,255,0.0,RL,0.45751633986928103,0.03238557688709255,Pave,,Reg,Lvl,AllPub,Inside,Gtl,mes,Norm,Norm,1Fam,1Story,0.4444444444444444,0.625,0.5923076923076923,0.11666666666666667,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,Gd,CBlock,TA,TA,No,Rec,0.4079646017699115,Unf,0.0,0.18207152810032512,0.4098565190268247,GasA,TA,Y,SBrkr,0.33863165169315823,0.0,0.0,0.22570244127130354,0.3333333333333333,0.0,0.3333333333333333,0.0,0.5,0.0,TA,0.3,Typ,0.0,,Attchd,0.9736318407960199,RFn,0.25,0.21151079136690648,TA,TA,Y,0.33967391304347827,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.45454545454545453,1.0,WD,Normal,0.1903179687201785
11,1094,0.0,RL,0.46405228758169936,0.036268290857378094,Pave,,Reg,Lvl,AllPub,Corner,Gtl,mes,Feedr,Norm,1Fam,1Story,0.4444444444444444,0.875,0.6538461538461539,0.8,Hip,CompShg,MetalSd,MetalSd,BrkFace,0.10375,TA,TA,CBlock,TA,TA,Mn,GLQ,0.2924778761061947,Unf,0.0,0.09428704133766837,0.2694946974422957,GasA,Gd,Y,SBrkr,0.299239806496199,0.0,0.0,0.19944725932749885,0.3333333333333333,0.0,0.3333333333333333,0.5,0.16666666666666666,0.0,Gd,0.4,Typ,0.0,,Detchd,0.9835820895522388,Unf,0.5,0.6359712230215827,TA,TA,Y,0.0,0.1170018281535649,0.0,0.0,0.0,0.0,0.0,MnPrv,,0.0,0.8181818181818182,0.0,WD,Normal,0.19205303758506176
12,1021,0.0,RL,0.39215686274509803,0.025948692039968566,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,0.3333333333333333,0.5,0.9615384615384616,0.9166666666666666,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,No,GLQ,0.45309734513274336,Unf,0.0,0.05016256386437529,0.35308796007485965,GasA,Ex,Y,SBrkr,0.27574291637871456,0.0,0.0,0.18378627360663288,0.3333333333333333,0.0,0.3333333333333333,0.5,0.3333333333333333,0.0,Gd,0.3,Typ,0.0,,Attchd,0.9975124378109452,Fin,0.5,0.32446043165467625,TA,TA,Y,0.3423913043478261,0.1170018281535649,0.0,0.0,0.0,0.0,0.0,,,0.0,0.45454545454545453,0.5,WD,Normal,0.24410510353155918
13,1341,0.0,RL,0.45751633986928103,0.03188971221136933,Pave,,Reg,Lvl,AllPub,Inside,Gtl,mes,Norm,Norm,1Fam,1Story,0.3333333333333333,0.5,0.7,0.35,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,0.3985137018114259,0.26762320648783533,GasA,TA,Y,SBrkr,0.18590186592950933,0.0,0.0,0.1239060340856748,0.0,0.0,0.3333333333333333,0.0,0.5,0.0,TA,0.3,Typ,0.0,,Detchd,0.982089552238806,Unf,1.0,0.34532374100719426,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GdWo,,0.0,0.45454545454545453,0.25,WD,Normal,0.15214645369274707
14,1025,0.0,RL,0.0,0.06558979828599229,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,0.7777777777777778,0.625,0.7384615384615385,0.43333333333333335,Hip,WdShake,Stone,HdBoard,,0.0,Gd,TA,CBlock,Gd,TA,Av,ALQ,0.5154867256637168,LwQ,0.27137042062415195,0.0,0.4881472239550842,GasA,TA,Y,SBrkr,0.8859709744298548,0.0,0.0,0.5905112851220635,0.3333333333333333,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,Gd,0.8,Typ,0.3333333333333333,Gd,Attchd,0.9830845771144279,Fin,0.5,0.4784172661870504,TA,TA,Y,0.0,0.1316270566727605,0.45077720207253885,0.0,0.0,0.0,0.0,,,0.0,0.36363636363636365,0.5,COD,Abnorml,0.43669774753359963
15,848,0.0,RL,0.23529411764705882,0.06570674750196474,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,0.4444444444444444,0.625,0.7076923076923077,0.36666666666666664,Gable,CompShg,HdBoard,Plywood,,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,0.20353982300884957,Unf,0.0,0.18764514630747794,0.2694946974422957,GasA,Ex,Y,SBrkr,0.18313752591568763,0.0,0.0,0.12206356517733763,0.3333333333333333,0.0,0.3333333333333333,0.0,0.5,0.0,TA,0.3,Typ,0.3333333333333333,Fa,Attchd,0.981094527363184,Unf,0.25,0.24316546762589927,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.6363636363636364,0.75,WD,Normal,0.17036467677402117
16,457,0.29411764705882354,RM,0.2222222222222222,0.014473634968751169,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,0.4444444444444444,0.5,0.27692307692307694,0.0,Gable,CompShg,AsbShng,AsbShng,,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,0.2898281467719461,0.19463505926388022,GasA,Fa,N,SBrkr,0.10020732550103663,0.39603960396039606,0.0,0.23261169967756795,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,TA,0.5,Typ,0.0,,Detchd,0.9532338308457712,Unf,0.75,0.36906474820143886,Fa,Fa,Y,0.0,0.0,0.24870466321243523,0.0,0.0,0.0,0.0,,,0.0,0.36363636363636365,0.5,COD,Abnorml,0.10876973207066588
17,1266,0.8235294117647058,FV,0.22875816993464052,0.010562853186632236,Pave,,Reg,Lvl,AllPub,FR3,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,0.6666666666666666,0.5,0.9153846153846154,0.8166666666666667,Hip,CompShg,MetalSd,MetalSd,BrkFace,0.13625,Gd,TA,PConc,Gd,TA,No,GLQ,0.19911504424778761,Unf,0.0,0.1119368323269856,0.2155333749220212,GasA,Ex,Y,SBrkr,0.13096060815480304,0.4064906490649065,0.0,0.25748502994011974,0.3333333333333333,0.0,0.6666666666666666,0.5,0.5,0.0,Gd,0.4,Typ,0.0,,Detchd,0.9945273631840796,Unf,0.5,0.3640287769784173,TA,TA,Y,0.0,0.062157221206581355,0.0,0.0,0.0,0.0,0.0,,,0.0,0.18181818181818182,0.0,WD,Normal,0.25781214756413684
18,695,0.17647058823529413,RM,0.3333333333333333,0.02171980839040455,Pave,,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,0.4444444444444444,0.625,0.4307692307692308,0.0,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,Fa,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,0.43056200650255455,0.28914535246412976,GasA,TA,Y,SBrkr,0.2532826537664133,0.25962596259625964,0.0,0.2775218793182865,0.0,0.0,0.3333333333333333,0.5,0.5,0.0,TA,0.3,Typ,0.0,,Detchd,0.9925373134328358,Unf,0.5,0.4143884892086331,TA,TA,Y,0.15217391304347827,0.0,0.0,0.0,0.0,0.0,0.0,MnPrv,,0.0,0.2727272727272727,0.75,WD,Normal,0.18424522769308713
19,24,0.5882352941176471,RM,0.2875816993464052,0.012850379851053478,Pave,,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,1Story,0.4444444444444444,0.75,0.7384615384615385,0.43333333333333335,Gable,CompShg,CemntBd,CmentBd,,0.0,TA,TA,PConc,Gd,TA,No,GLQ,0.37168141592920356,Unf,0.0,0.09289363678588017,0.32439176543980036,GasA,TA,Y,SBrkr,0.2508638562543193,0.0,0.0,0.16720405343159833,0.3333333333333333,0.0,0.3333333333333333,0.0,0.5,0.0,TA,0.4,Typ,0.3333333333333333,TA,Attchd,0.9830845771144279,Unf,0.5,0.4115107913669065,TA,TA,Y,0.1358695652173913,0.20109689213893966,0.0,0.0,0.0,0.0,0.0,,,0.0,0.45454545454545453,0.25,WD,Normal,0.16411842886044148
20,1314,0.23529411764705882,RL,0.7058823529411765,0.06220294899142996,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,0.8888888888888888,0.5,0.9153846153846154,0.8166666666666667,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.103125,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,0.6470041802136554,0.4344978165938865,GasA,Ex,Y,SBrkr,0.37595024187975123,0.6474147414741475,0.0,0.5216490096729618,0.0,0.0,0.6666666666666666,0.5,0.6666666666666666,0.0,Gd,0.8,Typ,0.3333333333333333,TA,BuiltIn,0.9945273631840796,Fin,0.75,0.560431654676259,TA,TA,Y,0.907608695652174,0.054844606946983544,0.0,0.0,0.0,0.0,0.0,,,0.0,0.36363636363636365,1.0,WD,Normal,0.5168024068875293
21,514,0.0,RL,0.46405228758169936,0.036067138205905465,Pave,,Reg,Bnk,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,0.5555555555555556,0.5,0.7923076923076923,0.55,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,Gd,PConc,TA,TA,No,ALQ,0.1486725663716814,Unf,0.0,0.34742220157919185,0.33811603243917654,GasA,TA,Y,SBrkr,0.25777470628887356,0.0,0.0,0.17181022570244128,0.0,0.0,0.3333333333333333,0.5,0.5,0.0,TA,0.3,Typ,0.0,,Attchd,0.9865671641791045,Unf,0.5,0.34820143884892085,TA,TA,Y,0.16304347826086957,0.0,0.40932642487046633,0.0,0.0,0.0,0.0,,,0.0,0.45454545454545453,0.25,WD,Normal,0.1712322112064628
22,1068,0.23529411764705882,RL,0.5228758169934641,0.03874761423599416,Pave,,Reg,Lvl,AllPub,Inside,Mod,mes,Norm,Norm,1Fam,2Story,0.5555555555555556,0.625,0.6461538461538462,0.23333333333333334,Gable,CompShg,HdBoard,HdBoard,BrkFace,0.225,TA,TA,CBlock,TA,TA,Gd,GLQ,0.2982300884955752,LwQ,0.07191316146540028,0.0,0.24329382407985028,GasA,TA,Y,SBrkr,0.1603317208016586,0.4471947194719472,0.0,0.29410409949332106,0.3333333333333333,0.0,0.3333333333333333,0.5,0.6666666666666666,0.0,TA,0.5,Typ,0.0,,Attchd,0.9771144278606965,RFn,0.5,0.31798561151079136,TA,TA,Y,0.44565217391304346,0.2340036563071298,0.0,0.0,0.39375,0.0,0.0,,,0.0,0.45454545454545453,0.5,WD,Normal,0.23005104572600488
23,1423,0.5882352941176471,RM,0.24183006535947713,0.013837431233861008,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,0.5555555555555556,0.5,0.9461538461538461,0.8833333333333333,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.10625,Gd,TA,PConc,Gd,TA,Av,GLQ,0.3035398230088496,Unf,0.0,0.07524384579656293,0.264504054897068,GasA,Ex,Y,SBrkr,0.17760884588804424,0.0,0.0,0.11837862736066329,0.3333333333333333,0.0,0.3333333333333333,0.0,0.16666666666666666,0.0,Gd,0.1,Typ,0.0,,Attchd,0.9965174129353234,Fin,0.5,0.302158273381295,TA,TA,Y,0.19021739130434784,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.18181818181818182,0.5,WD,Normal,0.1755698833686709
24,1258,0.058823529411764705,RL,0.3660130718954248,0.012083192994274166,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Feedr,Norm,1Fam,1Story,0.4444444444444444,0.875,0.3230769230769231,0.0,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,PConc,Fa,TA,No,Unf,0.0,Unf,0.0,0.4013005109150023,0.2694946974422957,GasA,Ex,Y,SBrkr,0.18313752591568763,0.0,0.0,0.12206356517733763,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,TA,0.2,Typ,0.0,,,0.0,,0.0,0.0,,,Y,0.0,0.17550274223034734,0.0,0.0,0.0,0.0,0.0,,,0.0,0.5454545454545454,0.75,WD,Normal,0.11206636291394405
25,620,0.23529411764705882,RL,0.5555555555555556,0.0503676883350174,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,2Story,0.7777777777777778,0.5,0.9461538461538461,0.8833333333333333,Hip,CompShg,VinylSd,VinylSd,Stone,0.14125,Gd,TA,PConc,Gd,TA,Gd,GLQ,0.38539823008849555,Unf,0.0,0.2837900603808639,0.4622582657517155,GasA,Ex,Y,SBrkr,0.39668279198341394,0.429042904290429,0.0,0.4440350069092584,0.3333333333333333,0.0,0.6666666666666666,0.5,0.6666666666666666,0.0,Gd,0.8,Typ,0.6666666666666666,Gd,Attchd,0.9965174129353234,Fin,0.75,0.5388489208633094,TA,TA,Y,0.22826086956521738,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.6363636363636364,0.5,WD,Normal,0.46792898710149805
26,1213,0.058823529411764705,RL,0.32679738562091504,0.0367828674076569,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,0.3333333333333333,0.625,0.46923076923076923,0.0,Hip,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,Rec,0.15221238938053097,Unf,0.0,0.15234556432884347,0.2096069868995633,GasA,TA,Y,SBrkr,0.11679336558396683,0.0,0.0,0.07784431137724551,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,TA,0.2,Typ,0.0,,Attchd,0.9656716417910448,Unf,0.25,0.1683453237410072,TA,TA,N,0.0,0.20658135283363802,0.0,0.0,0.0,0.0,0.0,,,0.0,0.6363636363636364,0.75,WD,Normal,0.1347957650439146
27,71,0.0,RL,0.6209150326797386,0.056949590209947235,Pave,,IR1,Lvl,AllPub,Inside,Gtl,mes,Norm,Norm,1Fam,1Story,0.6666666666666666,0.625,0.7153846153846154,0.38333333333333336,Gable,CompShg,Plywood,Plywood,BrkFace,0.696875,TA,Gd,CBlock,Gd,TA,Gd,ALQ,0.831858407079646,Unf,0.0,0.15931258708778448,0.6933873986275733,GasA,Ex,Y,SBrkr,0.6527297857636489,0.0,0.0,0.4350529709811147,0.3333333333333333,0.0,0.6666666666666666,0.0,0.5,0.0,TA,0.6,Typ,0.6666666666666666,Gd,Attchd,0.9815920398009951,Fin,0.5,0.3712230215827338,TA,TA,Y,0.4076086956521739,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.09090909090909091,0.25,WD,Normal,0.36208978634362
28,732,0.35294117647058826,RL,0.477124183006536,0.03795235956738146,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,SLvl,0.6666666666666666,0.5,0.9461538461538461,0.8833333333333333,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.27625,Gd,TA,PConc,Ex,TA,Av,GLQ,0.347787610619469,Unf,0.0,0.03808639108221087,0.27074235807860264,GasA,Ex,Y,SBrkr,0.2805805114029026,0.0,0.0,0.18701059419622293,0.3333333333333333,0.0,0.6666666666666666,0.0,0.5,0.0,Gd,0.4,Typ,0.3333333333333333,Gd,Attchd,0.9965174129353234,Fin,0.5,0.31510791366906477,TA,TA,Y,0.21739130434782608,0.04021937842778794,0.0,0.0,0.0,0.0,0.0,,,0.0,0.36363636363636365,0.25,WD,Normal,0.26405839547771653
29,700,0.5882352941176471,FV,0.38562091503267976,0.013121702032109576,Pave,Pave,IR2,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,0.6666666666666666,0.5,0.9538461538461539,0.9,Gable,CompShg,MetalSd,MetalSd,,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,0.007079646017699115,Unf,0.0,0.6386437529029262,0.433873986275733,GasA,Ex,Y,SBrkr,0.36523842432619213,0.0,0.0,0.24343620451404882,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,Gd,0.3,Typ,0.0,,Attchd,0.9970149253731343,RFn,0.5,0.381294964028777,TA,TA,Y,0.21195652173913043,0.28884826325411334,0.0,0.0,0.0,0.0,0.0,,,0.0,0.5454545454545454,0.5,WD,Normal,0.2788064808292241
30,532,0.29411764705882354,RM,0.39215686274509803,0.02188353729276599,Pave,,IR1,Lvl,AllPub,FR3,Gtl,BrkSide,RRNn,Feedr,1Fam,2Story,0.5555555555555556,0.875,0.3076923076923077,0.8166666666666667,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,Fa,Fa,Mn,Unf,0.0,Unf,0.0,0.2837900603808639,0.19058016219588272,GasA,Ex,Y,SBrkr,0.14409122322045612,0.33608360836083606,0.0,0.23675725472132658,0.0,0.0,0.6666666666666666,0.0,0.5,0.0,TA,0.4,Typ,0.0,,Detchd,0.9552238805970149,Fin,0.5,0.36115107913669064,TA,Fa,Y,0.0,0.0,0.21761658031088082,0.0,0.0,0.0,0.0,,,0.0,0.45454545454545453,0.5,WD,Normal,0.16082179801716331
