,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
10,255,-0.8486767450171173,RL,0.38947227894251096,-0.19735749562083513,Pave,,Reg,Lvl,AllPub,Inside,Gtl,mes,Norm,Norm,1Fam,1Story,-0.7116410245092473,0.41653157441954947,-0.41259342451462594,-1.2571997275895572,Gable,CompShg,MetalSd,MetalSd,,-0.5683010287219787,TA,Gd,CBlock,TA,TA,No,Rec,1.1870031056363402,Unf,-0.2723796073610533,-0.45647991297482554,0.5814037374336515,GasA,TA,Y,SBrkr,0.41270875116633526,-0.7799744713521484,-0.11884272262869637,-0.34907207711846566,1.1135047871752382,-0.21707238158772438,-0.9859601631557163,-0.741092498257792,0.17527784983274358,-0.2247332874877486,TA,-0.9162574932810338,Typ,-0.9062499999999952,,Attchd,0.2073151818748289,RFn,-1.019906996402838,-0.8487565469553491,TA,TA,Y,1.3429277127836787,-0.6764476889934531,-0.38751645641026716,-0.1282886678826644,-0.2738002835875038,,,,,-0.15301475141116055,-0.05963735203055894,1.5283775821930647,WD,Normal,-0.4132588647444644
11,1094,-0.8486767450171173,RL,0.42017323108995785,-0.10695064762985272,Pave,,Reg,Lvl,AllPub,Corner,Gtl,mes,Feedr,Norm,1Fam,1Story,-0.7116410245092473,2.1341875514073814,-0.1558657745094136,0.6716701160347339,Hip,CompShg,MetalSd,MetalSd,BrkFace,0.30926965349691143,TA,TA,CBlock,TA,TA,Mn,GLQ,0.5698634487974084,Unf,-0.2723796073610533,-0.8683808155660362,-0.45598566409822844,GasA,Gd,Y,SBrkr,0.11586529272256535,-0.7799744713521484,-0.11884272262869637,-0.563404355465094,1.1135047871752382,-0.21707238158772438,-0.9859601631557163,1.2727458122253386,-2.310932786092697,-0.2247332874877486,Gd,-0.3074485276457954,Typ,-0.9062499999999952,,Detchd,0.2498300357342774,Unf,0.2470582165199422,1.7898694769965113,TA,TA,Y,-0.7382918154432047,0.2883985801302599,-0.38751645641026716,-0.1282886678826644,-0.2738002835875038,,,MnPrv,,-0.15301475141116055,1.4501690284899171,-1.3939504908336906,WD,Normal,-0.40077974994859916
12,1021,-0.8486767450171173,RL,0.08246275746804228,-0.34723680024203,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,-1.4072822996893524,-0.4422964140743664,1.127772475516648,1.000989357629125,Gable,CompShg,VinylSd,VinylSd,,-0.5683010287219787,TA,TA,PConc,Gd,TA,No,GLQ,1.4281841209527042,Unf,-0.2723796073610533,-1.0754209517891313,0.16183735725853562,GasA,Ex,Y,SBrkr,-0.061199226349157046,-0.7799744713521484,-0.11884272262869637,-0.6912516793911531,1.1135047871752382,-0.21707238158772438,-0.9859601631557163,1.2727458122253386,-1.0678274681299766,-0.2247332874877486,Gd,-0.9162574932810338,Typ,-0.9062499999999952,,Attchd,0.3093508311375053,Fin,0.2470582165199422,-0.1466136897342608,TA,TA,Y,1.3595774690094937,0.2883985801302599,-0.38751645641026716,-0.1282886678826644,-0.2738002835875038,,,,,-0.15301475141116055,-0.05963735203055894,0.06721354567968714,WD,Normal,-0.02640630607264273
13,1341,-0.8486767450171173,RL,0.38947227894251096,-0.20890343042450274,Pave,,Reg,Lvl,AllPub,Inside,Gtl,mes,Norm,Norm,1Fam,1Story,-1.4072822996893524,-0.4422964140743664,0.03667996299449565,-0.598561244400775,Gable,CompShg,MetalSd,MetalSd,,-0.5683010287219787,TA,TA,CBlock,TA,TA,No,Unf,-0.9930841112429515,Unf,-0.2723796073610533,0.5591064394458313,-0.46981752278532013,GasA,TA,Y,SBrkr,-0.7382106227998603,-0.7799744713521484,-0.11884272262869637,-1.1800796826378492,-0.8365911623435678,-0.21707238158772438,-0.9859601631557163,-0.741092498257792,0.17527784983274358,-0.2247332874877486,TA,-0.9162574932810338,Typ,-0.9062499999999952,,Detchd,0.24345280765536012,Unf,2.780988642365503,-0.01691851228577954,TA,TA,Y,-0.7382918154432047,-0.6764476889934531,-0.38751645641026716,-0.1282886678826644,-0.2738002835875038,,,GdWo,,-0.15301475141116055,-0.05963735203055894,-0.6633684725770017,WD,Normal,-0.6877993902534991
14,1025,-0.8486767450171173,RL,-1.7595943713787698,0.5757844405719276,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,1.3752828010310678,0.41653157441954947,0.19713474424775335,-0.3633332146904955,Hip,WdShake,Stone,HdBoard,,-0.5683010287219787,Gd,TA,CBlock,Gd,TA,Av,ALQ,1.7615814068312077,LwQ,2.4278569026992045,-1.3107928961269661,1.1600364925103224,GasA,TA,Y,SBrkr,4.537270489542927,-0.7799744713521484,-0.11884272262869637,2.6290185272767914,1.1135047871752382,-0.21707238158772438,0.8165264239662516,-0.741092498257792,-1.0678274681299766,-0.2247332874877486,Gd,2.1277873348951584,Typ,0.6562499999999967,Gd,Attchd,0.24770429304130495,Fin,0.2470582165199422,0.8104472748855666,TA,TA,Y,-0.7382918154432047,0.40900436377072397,2.2584774774039027,-0.1282886678826644,-0.2738002835875038,,,,,-0.15301475141116055,-0.4370889471606779,0.06721354567968714,COD,Abnorml,1.3587754362683961
15,848,-0.8486767450171173,RL,-0.6543600940706825,0.5785075384029813,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,-0.7116410245092473,0.41653157441954947,0.0687709192451472,-0.5515156384587191,Gable,CompShg,HdBoard,Plywood,,-0.5683010287219787,TA,TA,CBlock,TA,TA,Av,BLQ,0.09459497743869076,Unf,-0.2723796073610533,-0.43032747471506616,-0.45598566409822844,GasA,Ex,Y,SBrkr,-0.7590417426906512,-0.7799744713521484,-0.11884272262869637,-1.1951205442762092,1.1135047871752382,-0.21707238158772438,-0.9859601631557163,-0.741092498257792,0.17527784983274358,-0.2247332874877486,TA,-0.9162574932810338,Typ,0.6562499999999967,Fa,Attchd,0.23920132226941526,Unf,-1.019906996402838,-0.6519776570335154,TA,TA,Y,-0.7382918154432047,-0.6764476889934531,-0.38751645641026716,-0.1282886678826644,-0.2738002835875038,,,,,-0.15301475141116055,0.695265838229679,0.797795563936376,WD,Normal,-0.5567686848969143
16,457,0.31869154248923387,RM,-0.7157619983655763,-0.6144271594250178,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,-0.7116410245092473,-0.4422964140743664,-1.728322630791339,-1.5865189691839485,Gable,CompShg,AsbShng,AsbShng,,-0.5683010287219787,TA,TA,BrkTil,TA,TA,No,Unf,-0.9930841112429515,Unf,-0.2723796073610533,0.04913389338052289,-1.0092600115818977,GasA,Fa,N,SBrkr,-1.3839753394143772,0.8805368840477856,-0.11884272262869637,-0.2926688459746161,-0.8365911623435678,-0.21707238158772438,-0.9859601631557163,-0.741092498257792,1.418383167795464,-0.2247332874877486,TA,0.3013604379894431,Typ,-0.9062499999999952,,Detchd,0.12015973146295945,Unf,1.5140234294427224,0.1306656551555957,Fa,Fa,Y,-0.7382918154432047,-0.6764476889934531,1.0723422656941024,-0.1282886678826644,-0.2738002835875038,,,,,-0.15301475141116055,-0.4370889471606779,0.06721354567968714,COD,Abnorml,-0.9997772601501295
17,1266,2.419954460000666,FV,-0.6850610462181295,-0.705487550895453,Pave,,Reg,Lvl,AllPub,FR3,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,0.6796415258509628,-0.4422964140743664,0.9352267380127388,0.7187157219767898,Hip,CompShg,MetalSd,MetalSd,BrkFace,0.5841713129871662,Gd,TA,PConc,Gd,TA,No,GLQ,0.07094977985865505,Unf,-0.2723796073610533,-0.7855647610767981,-0.8548042562427067,GasA,Ex,Y,SBrkr,-1.1522291306293289,0.9243559337041728,-0.11884272262869637,-0.08961721385675767,1.1135047871752382,-0.21707238158772438,0.8165264239662516,1.2727458122253386,0.17527784983274358,-0.2247332874877486,Gd,-0.3074485276457954,Typ,-0.9062499999999952,,Detchd,0.29659637497967073,Unf,0.2470582165199422,0.09935992266803126,TA,TA,Y,-0.7382918154432047,-0.16387310852148057,-0.38751645641026716,-0.1282886678826644,-0.2738002835875038,,,,,-0.15301475141116055,-1.191992137420916,-1.3939504908336906,WD,Normal,0.07217870081469246
18,695,-0.14825577251330663,RM,-0.19384581185897953,-0.44570401781293134,Pave,,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,-0.7116410245092473,0.41653157441954947,-1.0865035057783083,-1.5865189691839485,Gable,CompShg,Wd Sdng,Wd Sdng,,-0.5683010287219787,TA,Fa,BrkTil,TA,TA,No,Unf,-0.9930841112429515,Unf,-0.2723796073610533,0.7094829594394478,-0.31075114788376523,GasA,TA,Y,SBrkr,-0.23045207546183286,0.3085829727433639,-0.11884272262869637,0.07395215646040608,-0.8365911623435678,-0.21707238158772438,-0.9859601631557163,1.2727458122253386,0.17527784983274358,-0.2247332874877486,TA,-0.9162574932810338,Typ,-0.9062499999999952,,Detchd,0.288093404207781,Unf,0.2470582165199422,0.4124172475436757,TA,TA,Y,0.19409453320243913,-0.6764476889934531,-0.38751645641026716,-0.1282886678826644,-0.2738002835875038,,,MnPrv,,-0.15301475141116055,-0.814540542290797,0.797795563936376,WD,Normal,-0.4569357665299926
19,24,1.4860598299955852,RM,-0.4087524768911076,-0.6522237573200429,Pave,,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,1Story,-0.7116410245092473,1.2753595629134653,0.19713474424775335,-0.3633332146904955,Gable,CompShg,CemntBd,CmentBd,,-0.5683010287219787,TA,TA,PConc,Gd,TA,No,GLQ,0.9931124854800474,Unf,-0.2723796073610533,-0.874918925130976,-0.05025114261020427,GasA,TA,Y,SBrkr,-0.2486793053662749,-0.7799744713521484,-0.11884272262869637,-0.826619434136392,1.1135047871752382,-0.21707238158772438,-0.9859601631557163,-0.741092498257792,0.17527784983274358,-0.2247332874877486,TA,-0.3074485276457954,Typ,0.6562499999999967,TA,Attchd,0.24770429304130495,Unf,0.2470582165199422,0.39452825755078175,TA,TA,Y,0.09419599584754872,0.9818818360629284,-0.38751645641026716,-0.1282886678826644,-0.2738002835875038,,,,,-0.15301475141116055,-0.05963735203055894,-0.6633684725770017,WD,Normal,-0.6016934981620291
20,1314,0.08521788498796361,RL,1.556108460545492,0.4969235273846128,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,2.070924076211173,-0.4422964140743664,0.9352267380127388,0.7187157219767898,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.3039830831220989,Gd,TA,PConc,Gd,TA,No,Unf,-0.9930841112429515,Unf,-0.2723796073610533,1.7250693118601046,0.763523210147026,GasA,Ex,Y,SBrkr,0.693928869692012,1.934500341572466,-0.11884272262869637,2.0668663235430906,-0.8365911623435678,-0.21707238158772438,0.8165264239662516,1.2727458122253386,1.418383167795464,-0.2247332874877486,Gd,2.1277873348951584,Typ,0.6562499999999967,TA,BuiltIn,0.29659637497967073,Fin,1.5140234294427224,1.3202834896830447,TA,TA,Y,4.822726763979028,-0.22417600034171264,-0.38751645641026716,-0.1282886678826644,-0.2738002835875038,,,,,-0.15301475141116055,-0.4370889471606779,1.5283775821930647,WD,Normal,1.9349112081639013
21,514,-0.8486767450171173,RL,0.42017323108995785,-0.11163437589926506,Pave,,Reg,Bnk,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,-0.0159997493291422,-0.4422964140743664,0.42177143800231415,-0.03401397309610435,Gable,CompShg,VinylSd,VinylSd,,-0.5683010287219787,TA,Gd,PConc,TA,TA,No,ALQ,-0.19860547255375194,Unf,-0.2723796073610533,0.3193757553980367,0.051182487761801766,GasA,TA,Y,SBrkr,-0.1966015056392977,-0.7799744713521484,-0.11884272262869637,-0.7890172800404923,-0.8365911623435678,-0.21707238158772438,-0.9859601631557163,1.2727458122253386,0.17527784983274358,-0.2247332874877486,TA,-0.9162574932810338,Typ,-0.9062499999999952,,Attchd,0.2625844918921119,Unf,0.2470582165199422,0.0009704777071144287,TA,TA,Y,0.2606935581056994,-0.6764476889934531,2.0151676903865074,-0.1282886678826644,-0.2738002835875038,,,,,-0.15301475141116055,-0.05963735203055894,-0.6633684725770017,WD,Normal,-0.5505291274989818
22,1068,0.08521788498796361,RL,0.6964818004169796,-0.04922097361151457,Pave,,Reg,Lvl,AllPub,Inside,Mod,mes,Norm,Norm,1Fam,2Story,-0.0159997493291422,0.41653157441954947,-0.18795673076006514,-0.9278804859951661,Gable,CompShg,HdBoard,HdBoard,BrkFace,1.3348643062105543,TA,TA,CBlock,TA,TA,Gd,GLQ,0.6006022056514547,LwQ,0.443183067804915,-1.3107928961269661,-0.6496316857175126,GasA,TA,Y,SBrkr,-0.9308984817896758,1.0950196007869437,-0.11884272262869637,0.20931991120564503,1.1135047871752382,-0.21707238158772438,-0.9859601631557163,1.2727458122253386,1.418383167795464,-0.2247332874877486,TA,0.3013604379894431,Typ,-0.9062499999999952,,Attchd,0.22219538072563585,RFn,0.2470582165199422,-0.18686391721827225,TA,TA,Y,1.9922682055904664,1.2532448492539727,-0.38751645641026716,-0.1282886678826644,3.1737848994929903,,,,,-0.15301475141116055,-0.05963735203055894,0.06721354567968714,WD,Normal,-0.12748713591915098
23,1423,1.4860598299955852,RM,-0.6236591419232357,-0.6292408116259498,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,-0.0159997493291422,-0.4422964140743664,1.063590563015345,0.9068981457450133,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.3304159349961618,Gd,TA,PConc,Gd,TA,Av,GLQ,0.6289764427474976,Unf,-0.2723796073610533,-0.9577349796202141,-0.4928706205971397,GasA,Ex,Y,SBrkr,-0.800703982472233,-0.7799744713521484,-0.11884272262869637,-1.225202267552929,1.1135047871752382,-0.21707238158772438,-0.9859601631557163,-0.741092498257792,-2.310932786092697,-0.2247332874877486,Gd,-2.1338754245515106,Typ,-0.9062499999999952,,Attchd,0.30509934575156045,Fin,0.2470582165199422,-0.28525336217918906,TA,TA,Y,0.42719112036385004,-0.6764476889934531,-0.38751645641026716,-0.1282886678826644,-0.2738002835875038,,,,,-0.15301475141116055,-1.191992137420916,0.06721354567968714,WD,Normal,-0.5193313405093187
24,1258,-0.6152030875158472,RL,-0.040341051121745186,-0.6700872790917551,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Feedr,Norm,1Fam,1Story,-0.7116410245092473,2.1341875514073814,-1.5357768932874298,-1.5865189691839485,Gable,CompShg,Wd Sdng,Wd Sdng,,-0.5683010287219787,TA,TA,PConc,Fa,TA,No,Unf,-0.9930841112429515,Unf,-0.2723796073610533,0.5721826585757109,-0.45598566409822844,GasA,Ex,Y,SBrkr,-0.7590417426906512,-0.7799744713521484,-0.11884272262869637,-1.1951205442762092,-0.8365911623435678,-0.21707238158772438,-0.9859601631557163,-0.741092498257792,-1.0678274681299766,-0.2247332874877486,TA,-1.5250664589162723,Typ,-0.9062499999999952,,,-3.952763268272207,,-2.286872209325618,-2.163597311433056,,,Y,-0.7382918154432047,0.7708217146921164,-0.38751645641026716,-0.1282886678826644,-0.2738002835875038,,,,,-0.15301475141116055,0.3178142430995601,0.797795563936376,WD,Normal,-0.9760669420379855
